Ortholog	Absences
GCA_000237975.1_ASM23797v1_genomic_prot.fas_orthologs.txt	4
GCA_001798165.1_ASM179816v1_genomic_prot.fas_orthologs.txt	4
GCA_001023575.1_ASM102357v1_genomic_prot.fas_orthologs.txt	4
GCA_002405235.1_ASM240523v1_genomic_prot.fas_orthologs.txt	4
GCA_000317475.1_ASM31747v1_genomic_prot.fas_orthologs.txt	4
GCA_000230275.1_ASM23027v1_genomic_prot.fas_orthologs.txt	4
GCA_002748425.1_ASM274842v1_genomic_prot.fas_orthologs.txt	4
GCA_001803795.1_ASM180379v1_genomic_prot.fas_orthologs.txt	4
GCA_000242615.3_ASM24261v3_genomic_prot.fas_orthologs.txt	3
GCA_000009905.1_ASM990v1_genomic_prot.fas_orthologs.txt	3
GCA_000014865.1_ASM1486v1_genomic_prot.fas_orthologs.txt	3
GCA_002729415.1_ASM272941v1_genomic_prot.fas_orthologs.txt	3
GCA_002310995.1_ASM231099v1_genomic_prot.fas_orthologs.txt	3
GCA_002347965.1_ASM234796v1_genomic_prot.fas_orthologs.txt	3
GCA_003507225.1_ASM350722v1_genomic_prot.fas_orthologs.txt	3
GCA_000219725.1_ASM21972v1_genomic_prot.fas_orthologs.txt	3
GCA_002694685.1_ASM269468v1_genomic_prot.fas_orthologs.txt	3
GCA_002407045.1_ASM240704v1_genomic_prot.fas_orthologs.txt	3
GCA_002327985.1_ASM232798v1_genomic_prot.fas_orthologs.txt	3
GCA_002440765.1_ASM244076v1_genomic_prot.fas_orthologs.txt	3
GCA_002410925.1_ASM241092v1_genomic_prot.fas_orthologs.txt	3
GCA_001804815.1_ASM180481v1_genomic_prot.fas_orthologs.txt	3
GCA_000526155.1_ASM52615v1_genomic_prot.fas_orthologs.txt	3
GCA_000147695.3_ASM14769v3_genomic_prot.fas_orthologs.txt	3
GCA_000143965.1_ASM14396v1_genomic_prot.fas_orthologs.txt	3
GCA_900111575.1_IMG-taxon_2602042032_annotated_assembly_genomic_prot.fas_orthologs.txt	3
GCA_000255655.1_ASM25565v1_genomic_prot.fas_orthologs.txt	3
GCA_000949635.1_ASM94963v1_genomic_prot.fas_orthologs.txt	3
GCA_900170025.1_NSND_Contig_genomic_prot.fas_orthologs.txt	3
GCA_003512065.1_ASM351206v1_genomic_prot.fas_orthologs.txt	3
GCA_000177635.2_ASM17763v2_genomic_prot.fas_orthologs.txt	3
GCA_001780825.1_ASM178082v1_genomic_prot.fas_orthologs.txt	3
GCA_000347175.1_gls454194v01_genomic_prot.fas_orthologs.txt	3
GCA_000218625.1_ASM21862v1_genomic_prot.fas_orthologs.txt	3
GCA_001687335.1_ASM168733v1_genomic_prot.fas_orthologs.txt	3
GCA_000300235.2_ASM30023v2_genomic_prot.fas_orthologs.txt	3
GCA_002721815.1_ASM272181v1_genomic_prot.fas_orthologs.txt	3
GCA_002295025.1_ASM229502v1_genomic_prot.fas_orthologs.txt	3
GCA_002411015.1_ASM241101v1_genomic_prot.fas_orthologs.txt	3
GCA_002375925.1_ASM237592v1_genomic_prot.fas_orthologs.txt	3
GCA_002683135.1_ASM268313v1_genomic_prot.fas_orthologs.txt	3
GCA_002390675.1_ASM239067v1_genomic_prot.fas_orthologs.txt	3
GCA_002450905.1_ASM245090v1_genomic_prot.fas_orthologs.txt	3
GCA_003446775.1_ASM344677v1_genomic_prot.fas_orthologs.txt	3
GCA_002433075.1_ASM243307v1_genomic_prot.fas_orthologs.txt	3
GCA_001028815.1_ASM102881v1_genomic_prot.fas_orthologs.txt	3
GCA_001577525.1_ASM157752v1_genomic_prot.fas_orthologs.txt	3
GCA_000875975.1_ASM87597v1_genomic_prot.fas_orthologs.txt	3
GCA_001829235.1_ASM182923v1_genomic_prot.fas_orthologs.txt	3
GCA_000688095.1_ASM68809v1_genomic_prot.fas_orthologs.txt	3
GCA_002428525.1_ASM242852v1_genomic_prot.fas_orthologs.txt	3
GCA_000020945.1_ASM2094v1_genomic_prot.fas_orthologs.txt	3
GCA_002083785.1_ASM208378v1_genomic_prot.fas_orthologs.txt	3
GCA_001780135.1_ASM178013v1_genomic_prot.fas_orthologs.txt	3
GCA_001469005.2_ASM146900v2_genomic_prot.fas_orthologs.txt	3
GCA_001303785.1_ASM130378v1_genomic_prot.fas_orthologs.txt	3
GCA_002304935.1_ASM230493v1_genomic_prot.fas_orthologs.txt	3
GCA_001784175.1_ASM178417v1_genomic_prot.fas_orthologs.txt	3
GCA_002010915.1_ASM201091v1_genomic_prot.fas_orthologs.txt	3
GCA_001513125.1_ASM151312v1_genomic_prot.fas_orthologs.txt	3
GCA_002011815.1_ASM201181v1_genomic_prot.fas_orthologs.txt	3
GCA_000212395.1_ASM21239v1_genomic_prot.fas_orthologs.txt	3
GCA_003511165.1_ASM351116v1_genomic_prot.fas_orthologs.txt	3
GCA_000331735.1_ASM33173v1_genomic_prot.fas_orthologs.txt	3
GCA_000092945.1_ASM9294v1_genomic_prot.fas_orthologs.txt	3
GCA_002224645.1_ASM222464v1_genomic_prot.fas_orthologs.txt	3
GCA_002780065.1_ASM278006v1_genomic_prot.fas_orthologs.txt	3
GCA_001570625.1_ASM157062v1_genomic_prot.fas_orthologs.txt	3
GCA_000621345.1_ASM62134v1_genomic_prot.fas_orthologs.txt	3
GCA_002323315.1_ASM232331v1_genomic_prot.fas_orthologs.txt	3
GCA_900129305.1_IMG-taxon_2582580750_annotated_assembly_genomic_prot.fas_orthologs.txt	3
GCA_001442985.1_ASM144298v1_genomic_prot.fas_orthologs.txt	3
GCA_000238615.1_Synerg_sp_3_1_syn1_V1_genomic_prot.fas_orthologs.txt	3
GCA_000241815.1_ASM24181v1_genomic_prot.fas_orthologs.txt	3
GCA_001512605.1_ASM151260v1_genomic_prot.fas_orthologs.txt	3
GCA_001412365.1_ASM141236v1_genomic_prot.fas_orthologs.txt	3
GCA_001873935.1_ASM187393v1_genomic_prot.fas_orthologs.txt	3
GCA_001303705.1_ASM130370v1_genomic_prot.fas_orthologs.txt	3
GCA_000012665.1_ASM1266v1_genomic_prot.fas_orthologs.txt	3
GCA_000021645.1_ASM2164v1_genomic_prot.fas_orthologs.txt	3
GCA_002748355.1_ASM274835v1_genomic_prot.fas_orthologs.txt	3
GCA_001797525.1_ASM179752v1_genomic_prot.fas_orthologs.txt	3
GCA_002686955.1_ASM268695v1_genomic_prot.fas_orthologs.txt	3
GCA_900175965.1_IMG-taxon_2505679031_annotated_assembly_genomic_prot.fas_orthologs.txt	3
GCA_001803765.1_ASM180376v1_genomic_prot.fas_orthologs.txt	3
GCA_900177345.1_IMG-taxon_2708742533_annotated_assembly_genomic_prot.fas_orthologs.txt	3
GCA_003532895.1_ASM353289v1_genomic_prot.fas_orthologs.txt	3
GCA_000217795.1_ASM21779v1_genomic_prot.fas_orthologs.txt	3
GCA_000020005.1_ASM2000v1_genomic_prot.fas_orthologs.txt	3
GCA_002127415.1_ASM212741v1_genomic_prot.fas_orthologs.txt	3
GCA_001664505.1_ASM166450v1_genomic_prot.fas_orthologs.txt	3
GCA_002347925.1_ASM234792v1_genomic_prot.fas_orthologs.txt	3
GCA_000014005.1_ASM1400v1_genomic_prot.fas_orthologs.txt	3
GCA_002376005.1_ASM237600v1_genomic_prot.fas_orthologs.txt	3
GCA_000746025.1_ASM74602v1_genomic_prot.fas_orthologs.txt	3
GCA_001485605.1_JGI_assembly_genomic_prot.fas_orthologs.txt	3
GCA_000420385.1_ASM42038v1_genomic_prot.fas_orthologs.txt	3
GCA_001567115.1_ASM156711v1_genomic_prot.fas_orthologs.txt	3
GCA_001457975.1_P488_genomic_prot.fas_orthologs.txt	3
GCA_001780385.1_ASM178038v1_genomic_prot.fas_orthologs.txt	3
GCA_002348185.1_ASM234818v1_genomic_prot.fas_orthologs.txt	3
GCA_002403335.1_ASM240333v1_genomic_prot.fas_orthologs.txt	3
GCA_003501365.1_ASM350136v1_genomic_prot.fas_orthologs.txt	3
GCA_002408345.1_ASM240834v1_genomic_prot.fas_orthologs.txt	3
GCA_002790835.1_ASM279083v1_genomic_prot.fas_orthologs.txt	3
GCA_000143725.1_ASM14372v1_genomic_prot.fas_orthologs.txt	3
GCA_002418285.1_ASM241828v1_genomic_prot.fas_orthologs.txt	3
GCA_000309885.1_ASM30988v1_genomic_prot.fas_orthologs.txt	3
GCA_002418765.1_ASM241876v1_genomic_prot.fas_orthologs.txt	3
GCA_002483085.1_ASM248308v1_genomic_prot.fas_orthologs.txt	3
GCA_002746535.1_ASM274653v1_genomic_prot.fas_orthologs.txt	3
GCA_000213255.1_ASM21325v1_genomic_prot.fas_orthologs.txt	3
GCA_002010725.1_ASM201072v1_genomic_prot.fas_orthologs.txt	3
GCA_003534995.1_ASM353499v1_genomic_prot.fas_orthologs.txt	3
GCA_001547735.1_ASM154773v1_genomic_prot.fas_orthologs.txt	3
GCA_001770205.1_ASM177020v1_genomic_prot.fas_orthologs.txt	3
GCA_001797815.1_ASM179781v1_genomic_prot.fas_orthologs.txt	3
GCA_001045525.1_ASM104552v1_genomic_prot.fas_orthologs.txt	3
GCA_002839855.1_ASM283985v1_genomic_prot.fas_orthologs.txt	3
GCA_002385475.1_ASM238547v1_genomic_prot.fas_orthologs.txt	3
GCA_002798115.1_ASM279811v1_genomic_prot.fas_orthologs.txt	2
GCA_002772295.1_ASM277229v1_genomic_prot.fas_orthologs.txt	2
GCA_900142465.1_IMG-taxon_2700988679_annotated_assembly_genomic_prot.fas_orthologs.txt	2
GCA_001512545.1_ASM151254v1_genomic_prot.fas_orthologs.txt	2
GCA_002747255.1_ASM274725v1_genomic_prot.fas_orthologs.txt	2
GCA_000517025.1_ASM51702v1_genomic_prot.fas_orthologs.txt	2
GCA_002453135.1_ASM245313v1_genomic_prot.fas_orthologs.txt	2
GCA_002839445.1_ASM283944v1_genomic_prot.fas_orthologs.txt	2
GCA_000183545.3_ASM18354v3_genomic_prot.fas_orthologs.txt	2
GCA_001788395.1_ASM178839v1_genomic_prot.fas_orthologs.txt	2
GCA_000214435.1_ASM21443v1_genomic_prot.fas_orthologs.txt	2
GCA_001784555.1_ASM178455v1_genomic_prot.fas_orthologs.txt	2
GCA_001298465.1_ASM129846v1_genomic_prot.fas_orthologs.txt	2
GCA_002420005.1_ASM242000v1_genomic_prot.fas_orthologs.txt	2
GCA_001895085.1_ASM189508v1_genomic_prot.fas_orthologs.txt	2
GCA_001730225.1_ASM173022v1_genomic_prot.fas_orthologs.txt	2
GCA_001050455.1_ASM105045v1_genomic_prot.fas_orthologs.txt	2
GCA_000426545.1_ASM42654v1_genomic_prot.fas_orthologs.txt	2
GCA_001936615.1_ASM193661v1_genomic_prot.fas_orthologs.txt	2
GCA_002402105.1_ASM240210v1_genomic_prot.fas_orthologs.txt	2
GCA_001914235.1_ASM191423v1_genomic_prot.fas_orthologs.txt	2
GCA_000987045.1_ASM98704v1_genomic_prot.fas_orthologs.txt	2
GCA_002381805.1_ASM238180v1_genomic_prot.fas_orthologs.txt	2
GCA_000012925.1_ASM1292v1_genomic_prot.fas_orthologs.txt	2
GCA_000347995.1_ASM34799v1_genomic_prot.fas_orthologs.txt	1
